Name,Class,Difficulty,cBbox,Area,IoU,Accuracy
2007_000464,cow,0,"[57, 201, 240, 294]",17019,0.5980561358888182,0.9759326440370066
2007_000480,person,0,"[292, 161, 418, 374]",26838,0.7639247510143858,0.9743251762278641
2007_000480,person,0,"[113, 164, 227, 372]",23712,0.0,0.8982291248782165
2007_000480,person,0,"[4, 171, 115, 372]",22311,0.12318330989217065,0.9142529657860049
2007_000480,aeroplane,0,"[1, 67, 485, 324]",124388,0.3019527235354573,0.8443005329818327
2007_000491,cow,0,"[1, 1, 458, 333]",151724,0.26691032583373886,0.564130187204127
2007_000504,cow,0,"[340, 101, 499, 405]",48336,0.0,0.8936779598324519
2007_000504,person,0,"[35, 33, 78, 122]",3827,0.0,0.9877737901250613
2007_000504,person,0,"[1, 43, 35, 119]",2584,0.0,0.9902630184642761
2007_000504,person,0,"[28, 41, 40, 63]",264,0.003436426116838488,0.9985504493606981
2007_000515,bicycle,1,"[0, 198, 39, 292]",3666,0.0,0.9980568388325707
2007_000515,person,1,"[0, 84, 28, 278]",5432,0.0,0.9895671403236047
2007_000515,car,0,"[63, 163, 150, 209]",4002,0.0,0.9898134565279267
2007_000515,car,0,"[146, 166, 185, 199]",1287,0.0,0.9973835745407571
2007_000528,cat,0,"[123, 67, 318, 309]",47190,0.5786177013170878,0.9464022613421808
2007_000529,boat,0,"[289, 142, 499, 249]",22470,0.7555634051571882,0.9767844442356983
2007_000529,car,1,"[421, 236, 460, 254]",702,0.0,0.9973630886082744
2007_000549,cat,0,"[0, 48, 340, 498]",153000,0.29208676382101295,0.47582695818482135
2007_000559,bottle,0,"[35, 249, 78, 353]",4472,0.0,0.9788200537550812
2007_000559,tvmonitor,0,"[159, 25, 370, 240]",45365,0.5161241445491048,0.8935949265865524
2007_000572,bicycle,0,"[0, 177, 234, 330]",35802,0.1452099572542117,0.9553088416057003
2007_000572,bicycle,0,"[7, 133, 225, 296]",35534,0.01433389544688027,0.9692637363359692
2007_000584,bicycle,0,"[30, 73, 368, 345]",91936,0.2554515233767422,0.8573582083447756
2007_000584,sofa,1,"[343, 206, 499, 373]",26052,0.2780411593578278,0.9216998054326931
2007_000629,train,0,"[33, 83, 499, 183]",46600,0.13325970918461255,0.7440691323133781
2007_000629,person,0,"[86, 99, 106, 123]",480,0.0,0.9980705997445583
2007_000636,train,0,"[78, 95, 391, 299]",63852,0.2111867236712287,0.8068749806447617
2007_000645,bird,0,"[134, 45, 499, 373]",119720,0.34693972865049155,0.8446721652920103
2007_000645,bird,0,"[123, 145, 364, 374]",55189,0.0,0.9276625288122414
2007_000648,person,1,"[393, 198, 403, 222]",240,0.0,0.9992115604165484
2007_000648,person,1,"[423, 198, 435, 219]",252,0.0,0.9997035467166222
2007_000648,person,1,"[433, 195, 443, 219]",240,0.0,0.999526936249929
2007_000648,person,1,"[442, 194, 451, 219]",225,0.0,0.9995206287332614
2007_000648,bus,0,"[28, 112, 352, 265]",49572,0.6028900596812627,0.8854239597328136
2007_000648,aeroplane,1,"[327, 85, 473, 191]",15476,0.3334037385151547,0.960186954794028
2007_000648,car,1,"[1, 212, 27, 234]",572,0.0,0.9988015718331535
2007_000661,sofa,0,"[118, 176, 330, 277]",21412,0.8459075288972197,0.9890883550128308
2007_000661,pottedplant,0,"[64, 89, 169, 196]",11235,0.33468067906224735,0.9863452349349615
2007_000661,chair,0,"[132, 158, 178, 196]",1748,0.013262599469496022,0.9979426599415981
2007_000663,bus,0,"[11, 1, 416, 466]",188325,3.972562832702137e-05,0.25205273218901975
2007_000663,car,0,"[6, 38, 62, 93]",3080,0.6302414231257941,0.9971177560096273
2007_000663,car,1,"[361, 23, 421, 52]",1740,0.0,0.99616691263136
2007_000663,car,0,"[375, 35, 421, 80]",2070,0.0,0.9923437298812436
2007_000663,car,1,"[372, 67, 421, 107]",1960,0.0,0.9942355120192545
2007_000663,car,1,"[375, 97, 421, 209]",5152,0.0,0.9906104216396105
2007_000676,sheep,0,"[58, 93, 471, 269]",72688,0.9225523512123439,0.9815527821226606
2007_000713,boat,0,"[79, 167, 253, 311]",25056,0.8070341259576161,0.9762985683822046
2007_000713,boat,0,"[183, 159, 471, 268]",31392,0.4617633971139788,0.9482650112122009
2007_000720,dog,0,"[216, 117, 304, 262]",12760,0.12242990654205607,0.9599585757363468
2007_000727,bus,0,"[88, 322, 272, 435]",20792,0.0014312617702448211,0.9265725743912436
2007_000727,car,0,"[271, 368, 322, 387]",969,0.0,0.9975904548778056
2007_000727,car,0,"[1, 379, 88, 434]",4785,0.001509206157561123,0.9816763787029447
2007_000727,person,0,"[332, 355, 357, 437]",2050,0.0,0.9957071322535617
2007_000727,person,0,"[318, 356, 340, 423]",1474,0.0,0.9967041854075732
2007_000727,person,0,"[353, 362, 374, 413]",1071,0.0,0.9979671194026544
2007_000727,car,1,"[48, 366, 89, 388]",902,0.0,0.9971805552478231
2007_000727,car,0,"[112, 137, 159, 163]",1222,0.0,0.9963552168036691
2007_000733,person,0,"[47, 24, 272, 382]",80550,0.0,0.8441828441828442
2007_000733,motorbike,0,"[102, 200, 447, 434]",80730,0.0,0.8066582066582066
2007_000738,aeroplane,0,"[0, 123, 495, 234]",54945,0.2334727288904707,0.7856871878750941
2007_000762,diningtable,1,"[0, 188, 499, 374]",92814,0.05080667683516295,0.7385082470749073
2007_000762,bottle,0,"[28, 151, 117, 374]",19847,0.0,0.9117767164391102
2007_000762,person,0,"[381, 60, 499, 260]",23600,0.0,0.9145760464937356
2007_000762,person,1,"[341, 141, 392, 201]",3060,0.0,0.9940995093774597
2007_000762,person,0,"[142, 126, 265, 222]",11808,0.0,0.9803810166361877
2007_000762,person,0,"[198, 139, 219, 186]",987,0.0,0.9963957885766028
2007_000762,person,0,"[3, 21, 123, 251]",27600,0.6612259702575263,0.9723617941752629
2007_000762,person,1,"[2, 248, 173, 327]",13509,0.0,0.9842397126100054
2007_000768,bus,0,"[368, 102, 474, 282]",19080,0.0,0.8922979519929531
2007_000768,bus,0,"[32, 45, 368, 329]",95424,1.2196014342512866e-05,0.5485961242017177
2007_000783,person,0,"[200, 56, 324, 258]",25048,0.6545848822800495,0.9889072386485733
2007_000783,horse,0,"[111, 99, 440, 408]",101661,0.5851144944290037,0.9160929603247244
2007_000793,person,0,"[288, 99, 315, 182]",2241,0.0,0.9943592486923443
2007_000793,person,0,"[240, 110, 269, 179]",2001,0.2831389183457052,0.9959819305753685
2007_000793,person,0,"[217, 106, 235, 177]",1278,0.0,0.9956015216357584
2007_000793,person,0,"[401, 66, 466, 258]",12480,0.00017642907551164433,0.9663159771754636
2007_000793,person,0,"[64, 109, 83, 160]",969,0.0,0.99717070851165
2007_000793,person,0,"[95, 106, 113, 158]",936,0.0,0.9980801236329053
2007_000793,person,0,"[99, 77, 189, 281]",18360,0.0,0.9517712791250594
2007_000793,person,1,"[272, 102, 294, 181]",1738,0.4117647058823529,0.9973846885401807
2007_000793,bicycle,0,"[150, 159, 309, 279]",19080,0.0031380753138075313,0.9886709462672373
2007_000793,bus,0,"[1, 79, 50, 134]",2695,0.060656418778562524,0.9865608654303376
2007_000799,horse,0,"[94, 22, 499, 440]",169290,0.8007950378671053,0.9452298734153362
2007_000799,person,0,"[229, 224, 499, 440]",58320,0.15608544461003476,0.8799542090460689
2007_000804,chair,0,"[93, 242, 152, 303]",3599,0.0,0.9867854795302055
2007_000804,chair,1,"[31, 351, 125, 490]",13066,0.6319510796866042,0.9761134055140083
2007_000804,sofa,0,"[190, 264, 331, 469]",28905,0.0,0.902791730227828
2007_000822,motorbike,0,"[97, 164, 229, 345]",23892,0.8003347280334728,0.9867614339375579
2007_000822,motorbike,0,"[230, 167, 352, 322]",18910,0.8498914504290292,0.9919436722872313
2007_000830,diningtable,0,"[123, 181, 351, 369]",42864,0.48651191969887075,0.9629849463824399
2007_000830,chair,0,"[149, 220, 258, 374]",16786,0.21727917472598324,0.9794122136110027
2007_000830,chair,0,"[251, 200, 347, 346]",14016,0.0,0.9788243141644196
2007_000830,chair,1,"[249, 174, 317, 247]",4964,0.0,0.982894387256149
2007_000836,person,0,"[68, 98, 223, 296]",30690,0.5975338401631745,0.9705055034651447
2007_000836,horse,0,"[92, 161, 225, 441]",37240,0.5277760913120029,0.9471531458078544
2007_000837,boat,0,"[260, 64, 364, 158]",9776,0.43821593955642213,0.9829979641813944
2007_000847,diningtable,0,"[0, 278, 207, 499]",45747,0.48621165600968985,0.899969288816742
2007_000847,person,0,"[60, 110, 295, 499]",91415,0.5499376169681847,0.9208693458517966
2007_000862,person,1,"[304, 130, 317, 150]",260,0.9797979797979798,0.99998929622692
2007_000862,boat,0,"[303, 141, 353, 159]",900,0.856492027334852,0.9996628311479797
2007_000876,cat,0,"[116, 30, 375, 328]",77182,0.000368474923234391,0.6965033748088851
2007_000876,cat,0,"[260, 13, 397, 131]",16166,0.0,0.9224229014655247
2007_000904,cow,0,"[236, 166, 337, 262]",9696,0.7468540268456376,0.9932321046080004
2007_000904,person,0,"[16, 112, 164, 237]",18500,0.8187819618781962,0.989071559139182
2007_000904,horse,1,"[0, 212, 304, 374]",49248,0.3905455270768924,0.9657343755256754
2007_000925,sheep,0,"[28, 100, 215, 342]",45254,0.9266770670826833,0.9879031292647306
2007_000925,sheep,0,"[308, 104, 459, 332]",34428,0.9774222409346877,0.9974321833026073
2007_000999,bottle,0,"[232, 316, 288, 404]",4928,0.0,0.9880376840515317
2007_000999,person,0,"[1, 15, 279, 499]",134552,0.36815028189062865,0.6892388769755737
2007_001027,chair,0,"[202, 173, 253, 272]",5049,0.37163814180929094,0.9955538896257424
2007_001027,chair,1,"[328, 173, 347, 222]",931,0.0,0.9992560982642292
2007_001027,chair,1,"[255, 188, 305, 291]",5150,0.5957746478873239,0.9983449628049132
2007_001027,chair,0,"[262, 217, 350, 328]",9768,0.0,0.9821348249812583
2007_001027,sofa,1,"[400, 269, 499, 374]",10395,0.9780603340812765,0.9989850642984833
2007_001027,bicycle,0,"[57, 155, 93, 217]",2232,0.0,0.9985813966899256
2007_001027,tvmonitor,0,"[0, 243, 42, 339]",4032,0.987221494102228,0.9997750994752321
2007_001073,cow,0,"[54, 177, 148, 247]",6580,0.834157695664824,0.9967632578661352
2007_001073,cow,0,"[134, 175, 173, 240]",2535,0.0,0.9945827157970052
2007_001073,cow,0,"[226, 152, 281, 235]",4565,0.0,0.9929529877401294
2007_001073,cow,0,"[275, 158, 349, 254]",7104,0.0,0.9812268956235839
2007_001073,cow,0,"[326, 151, 424, 239]",8624,0.0,0.9741003844341096
2007_001073,cow,0,"[420, 160, 499, 226]",5214,0.0003588087549336204,0.9841797130088641
2007_001149,sofa,0,"[147, 137, 402, 301]",41820,0.8780815777678171,0.9807264202750501
2007_001149,tvmonitor,0,"[74, 84, 145, 152]",4828,0.9490534521158129,0.998919404077921
2007_001149,pottedplant,0,"[0, 6, 141, 374]",51888,0.0027603851073857134,0.912536684164841
2007_001154,sofa,0,"[0, 232, 173, 374]",24566,0.9801882119861317,0.9978367971618779
2007_001154,pottedplant,0,"[133, 229, 170, 273]",1628,0.0,0.9976745569490187
2007_001175,person,0,"[118, 152, 366, 328]",43648,0.0,0.9475894752956995
2007_001175,person,1,"[156, 168, 255, 229]",6039,0.0,0.9950677928872381
2007_001175,tvmonitor,0,"[359, 113, 448, 186]",6497,0.8878338278931751,0.997483975318996
2007_001185,cat,0,"[196, 198, 288, 322]",11408,0.0,0.9736636288501966
2007_001185,person,0,"[77, 77, 288, 374]",62667,0.9229172590275804,0.9849625311316097
2007_001185,diningtable,1,"[203, 222, 499, 374]",44992,0.7334994569037122,0.9537283049427844
2007_001185,bottle,0,"[451, 130, 499, 252]",5856,0.6263712626371263,0.9903651481282206
2007_001225,dog,0,"[99, 211, 302, 413]",41006,0.6977477477477477,0.9671006755284376
2007_001239,dog,0,"[107, 59, 319, 159]",21200,0.6727611940298508,0.9803477793214718
2007_001239,dog,0,"[227, 137, 380, 374]",36261,6.238303181534623e-05,0.9102036929144445
2007_001239,dog,0,"[117, 93, 285, 306]",35784,0.8498673464079488,0.9838322950746202
2007_001284,person,0,"[134, 122, 234, 374]",25200,0.9623742239349176,0.9960220906940688
2007_001284,person,0,"[237, 114, 375, 303]",26082,0.0,0.9452089675542931
2007_001284,person,0,"[275, 116, 425, 359]",36450,0.5298228618876281,0.9615506490273078
2007_001284,person,0,"[300, 113, 499, 374]",51939,0.4965497995839464,0.8877075246426672
2007_001284,person,0,"[0, 113, 125, 374]",32625,0.0,0.8921211366748526
2007_001284,person,0,"[418, 89, 447, 138]",1421,0.0,0.9950261987483449
2007_001288,aeroplane,0,"[67, 75, 425, 208]",47614,0.6950985410801126,0.9703787049930376
2007_001288,aeroplane,0,"[356, 271, 496, 316]",6300,0.0,0.9903831808235528
2007_001288,aeroplane,0,"[195, 271, 315, 313]",5040,0.0,0.9915145713148995
2007_001289,bird,0,"[156, 97, 354, 187]",17820,0.9982306578735725,0.9999274056768761
2007_001299,cow,0,"[38, 25, 228, 411]",73340,0.8133336733913132,0.9634709349623929
2007_001299,cow,0,"[210, 239, 318, 407]",18144,0.0,0.9668548270371978
2007_001299,cow,0,"[317, 220, 407, 434]",19260,0.0,0.9557099435518889
2007_001311,bicycle,1,"[464, 103, 489, 165]",1550,0.0,0.9969426570443315
2007_001311,bicycle,0,"[431, 117, 464, 185]",2244,0.0,0.9946105442781471
2007_001311,bicycle,0,"[333, 127, 379, 219]",4232,0.0004807692307692308,0.9852181023143375
2007_001311,bicycle,0,"[176, 187, 303, 318]",16637,0.0,0.9666323011838316
2007_001311,bicycle,0,"[11, 160, 180, 318]",26702,0.0,0.9643072985175442
2007_001311,person,0,"[462, 66, 494, 153]",2784,0.4973776223776224,0.9959116925592805
2007_001311,person,0,"[430, 74, 467, 170]",3552,0.0056134723336006415,0.9911834761278396
2007_001311,person,0,"[332, 78, 386, 200]",6588,0.001948368241597662,0.9854314053112446
2007_001311,person,0,"[186, 105, 290, 292]",19448,0.5228561895228562,0.9796651142948558
2007_001311,person,0,"[26, 60, 162, 279]",29784,0.5758501323559356,0.9703793238294998
2007_001321,car,0,"[0, 97, 455, 332]",106925,0.2055714730279325,0.544936533792298
2007_001340,dog,0,"[325, 283, 499, 374]",15834,0.0,0.943847451677556
2007_001340,chair,0,"[212, 47, 405, 265]",42074,0.0,0.9150294973559951
2007_001340,person,0,"[149, 139, 251, 374]",23970,0.5081368087160392,0.9596152321855219
2007_001340,person,0,"[91, 110, 330, 373]",62857,0.19693795940130251,0.8806178025885204
2007_001377,aeroplane,0,"[272, 162, 317, 249]",3915,0.48337028824833705,0.9974292633681063
2007_001397,dog,0,"[127, 120, 213, 262]",12212,0.9724461105904405,0.9991044994334588
2007_001408,bottle,0,"[113, 244, 177, 447]",12992,0.9755067567567568,0.9986988096993161
2007_001408,person,0,"[55, 106, 229, 386]",48720,0.548903686860484,0.910987045785233
2007_001408,bottle,0,"[19, 67, 49, 166]",2970,0.0,0.9892507579593747
2007_001408,person,0,"[209, 0, 332, 107]",13161,0.00018786398647379298,0.9658870207869958
2007_001408,person,0,"[83, 86, 332, 365]",69471,0.009021040008721247,0.7669331008710925
2007_001408,pottedplant,0,"[118, 0, 183, 129]",8385,0.0,0.9827576260648287
2007_001416,sheep,0,"[207, 77, 400, 191]",22002,0.000564334085778781,0.9136821788548145
2007_001416,sheep,0,"[18, 70, 182, 194]",20336,0.011152826855123674,0.9127073869728813
2007_001416,sheep,0,"[0, 105, 120, 248]",17160,0.8115669694122559,0.9824050065311056
2007_001416,sheep,0,"[0, 184, 323, 327]",46189,0.0,0.68563936599536
2007_001416,sheep,1,"[329, 25, 471, 105]",11360,0.0,0.955939406936619
2007_001416,sheep,1,"[26, 12, 251, 133]",27225,0.0,0.925233462655723
2007_001420,horse,0,"[191, 108, 339, 269]",23828,0.0,0.9306235046808619
2007_001420,person,0,"[280, 79, 363, 267]",15604,0.7226086956521739,0.989931254773974
2007_001420,pottedplant,0,"[435, 147, 499, 305]",10112,0.7015189873417722,0.9925573350335519
2007_001423,person,0,"[123, 55, 381, 332]",71466,0.41365654242917826,0.8855131299147537
2007_001430,diningtable,0,"[0, 268, 249, 373]",26145,0.5750821419056922,0.9462667460219425
2007_001430,person,0,"[99, 153, 234, 285]",17820,0.2704689762726969,0.963228936227555
2007_001430,person,0,"[210, 145, 302, 351]",18952,0.0,0.9398827638095024
2007_001430,person,0,"[244, 153, 397, 373]",33660,0.45256732141978046,0.9375638678959248
2007_001430,pottedplant,1,"[55, 173, 99, 219]",2024,0.0006218905472636816,0.9909770805493481
2007_001430,tvmonitor,0,"[315, 0, 417, 65]",6630,0.8862295634586213,0.9962100369451213
2007_001430,pottedplant,0,"[343, 82, 427, 213]",11004,0.0,0.9754410394043862
2007_001439,diningtable,0,"[3, 323, 374, 499]",65296,0.0010527338688779476,0.6651647331534633
2007_001439,chair,1,"[194, 281, 272, 335]",4212,0.0,0.9920198472370757
2007_001457,sofa,0,"[135, 120, 349, 263]",30602,0.8971314003701419,0.9890279811156256
2007_001457,chair,0,"[431, 211, 499, 374]",11084,0.43952007835455437,0.9874487999868402
2007_001458,sofa,0,"[105, 120, 391, 298]",50908,0.00010911372377860825,0.7751806283043633
2007_001487,boat,0,"[241, 116, 276, 150]",1190,0.0,0.9970274280021638
2007_001526,person,0,"[2, 17, 113, 297]",31080,4.135478268061701e-05,0.8201749167063304
2007_001526,person,0,"[108, 50, 213, 296]",25830,0.0,0.8449547834364588
2007_001526,person,0,"[211, 34, 315, 296]",27248,0.0021498954911914002,0.8757362565445026
2007_001526,person,0,"[288, 32, 386, 296]",25872,0.0,0.8931684316991909
2007_001526,person,0,"[380, 14, 499, 296]",33558,0.9269831420002068,0.9894990480723465
2007_001568,aeroplane,0,"[2, 41, 399, 371]",131010,0.2923022348350479,0.793329837033584
2007_001585,person,0,"[196, 114, 327, 357]",31833,0.7694329456600302,0.9830776575890123
2007_001585,sofa,0,"[5, 179, 424, 340]",67459,0.8365186347828764,0.9743825925086445
2007_001585,bottle,0,"[57, 157, 71, 190]",462,0.6909090909090909,0.9997540497398232
2007_001586,horse,0,"[27, 53, 428, 328]",110275,0.6072857523911138,0.9432779468664175
2007_001586,person,0,"[210, 39, 330, 236]",23640,0.48284897570271557,0.9761025466033364
2007_001587,bicycle,0,"[203, 248, 273, 324]",5320,0.04380841121495327,0.991162291001949
2007_001594,sheep,0,"[269, 152, 333, 207]",3520,0.0,0.9885175760297383
2007_001594,sheep,0,"[230, 152, 268, 208]",2128,0.0,0.9932327919566899
2007_001594,sheep,0,"[178, 148, 205, 209]",1647,0.0011325028312570782,0.9944989147518898
2007_001594,sheep,0,"[150, 141, 179, 209]",1972,0.0,0.9947234488436494
2007_001594,sheep,1,"[205, 149, 238, 211]",2046,0.0,0.9950789611556021
2007_001594,person,0,"[334, 92, 399, 217]",8125,0.3789359391965255,0.9892972082927924
2007_001594,dog,0,"[252, 176, 301, 237]",2989,0.0,0.9937878901279844
2007_001595,bus,0,"[267, 161, 441, 295]",23316,0.3432156227866033,0.9290337393129687
2007_001595,bus,0,"[39, 157, 274, 287]",30550,0.0,0.865141145343625
2007_001602,bottle,0,"[251, 1, 350, 364]",35937,0.11521855339446524,0.8740672242349043
2007_001602,bottle,1,"[111, 2, 224, 202]",22600,5.185915054711404e-05,0.8871480326113039
2007_001609,diningtable,0,"[2, 119, 373, 499]",140980,0.19893836401130374,0.4158790801806669
2007_001609,chair,1,"[178, 74, 262, 123]",4116,0.0,0.9962351788011606
2007_001609,chair,1,"[332, 116, 374, 219]",4326,0.0,0.9949765255601285
2007_001609,chair,1,"[28, 110, 71, 181]",3053,0.0,0.9949542485116147
2007_001609,chair,1,"[3, 168, 33, 264]",2880,0.0,0.9959455771704807
2007_001630,person,0,"[25, 13, 53, 113]",2800,0.0,0.9900039340509996
2007_001630,person,0,"[189, 26, 267, 213]",14586,0.0,0.9575122492042488
2007_001630,person,0,"[73, 94, 199, 357]",33138,0.0002708803611738149,0.934003314139933
2007_001630,person,0,"[154, 195, 342, 499]",57152,0.13125060450720571,0.8929222846107078
2007_001630,person,0,"[332, 31, 372, 254]",8920,0.2627906976744186,0.9792150972187451
2007_001630,bicycle,0,"[84, 230, 199, 427]",22655,0.14794794794794794,0.9746313317358702
2007_001630,bicycle,0,"[148, 357, 339, 499]",27122,0.028164794007490637,0.9613330472205334
2007_001677,diningtable,0,"[109, 268, 499, 374]",41340,0.004509302655872746,0.8373421980878121
2007_001677,chair,0,"[51, 229, 139, 374]",12760,0.6503225806451612,0.9874222593520839
2007_001678,tvmonitor,0,"[372, 101, 499, 227]",16002,0.3936281337047354,0.9562206189195304
2007_001678,tvmonitor,0,"[251, 108, 348, 199]",8827,0.0001207437816952427,0.9479562080494733
2007_001678,person,0,"[106, 191, 255, 332]",21009,0.5123589913735899,0.9630521129239046
2007_001678,person,1,"[118, 61, 156, 109]",1824,0.0,0.9959400688805651
2007_001678,chair,1,"[110, 81, 144, 112]",1054,0.0,0.996310867543176
2007_001678,tvmonitor,1,"[163, 59, 194, 83]",744,0.0,0.9958269438648533
2007_001698,boat,0,"[60, 92, 446, 208]",44776,0.2559490199241752,0.898466093905654
2007_001698,boat,0,"[38, 137, 357, 232]",30305,0.9321358547846436,0.9940944340178213
2007_001704,tvmonitor,0,"[117, 0, 404, 316]",90692,0.38723344947735194,0.7607683099357928
2007_001709,person,0,"[366, 131, 425, 286]",9145,0.0,0.9732276886527692
2007_001709,person,1,"[0, 0, 201, 332]",66732,0.38510881246641593,0.880503596183216
2007_001709,motorbike,0,"[0, 44, 411, 332]",118368,0.014824911235633634,0.6178908483337466
2007_001717,tvmonitor,0,"[0, 110, 57, 168]",3306,0.00032981530343007914,0.9839631326652628
2007_001717,person,0,"[370, 159, 475, 403]",25620,0.46069156293222685,0.9484238262028973
2007_001717,person,0,"[226, 98, 364, 403]",42090,0.6635358522971232,0.966831038824986
2007_001717,chair,0,"[145, 206, 262, 365]",18603,0.41302248586011864,0.9774870107194633
2007_001724,horse,0,"[34, 14, 218, 301]",52808,0.0,0.6296937270721868
2007_001733,sheep,0,"[0, 269, 81, 328]",4779,0.0,0.990028098529442
2007_001733,sheep,0,"[235, 274, 293, 325]",2958,0.8455445544554455,0.9990401378263634
2007_001733,sheep,0,"[179, 274, 234, 364]",4950,0.9184027777777778,0.9992288286810099
2007_001733,sheep,1,"[131, 260, 166, 286]",910,0.0,0.9982566605820703
2007_001733,sheep,1,"[103, 251, 115, 268]",204,0.0,0.9996718419919192
2007_001733,sheep,1,"[55, 253, 81, 274]",546,0.0,0.9995036610127777
