Name,Class,Difficulty,cBbox,Area,IoU,Accuracy
2007_000804,chair,1,"[31, 351, 125, 490]",13066,0.7082029397818872,0.9809192494201981
2007_000804,sofa,0,"[190, 264, 331, 469]",28905,0.00012686330478908975,0.9022522354925525
2007_000822,motorbike,0,"[97, 164, 229, 345]",23892,0.8365510471204188,0.9889142267423473
2007_000822,motorbike,0,"[230, 167, 352, 322]",18910,0.8499948309728109,0.9919492207222953
2007_000830,diningtable,0,"[123, 181, 351, 369]",42864,0.35571112006446415,0.9276827151909826
2007_000830,chair,0,"[149, 220, 258, 374]",16786,0.7515372790161414,0.9926908270727696
2007_000830,chair,0,"[251, 200, 347, 346]",14016,0.3076581247222634,0.9735784421795242
2007_000830,chair,1,"[249, 174, 317, 247]",4964,0.07192870782940802,0.9835162039784965
2007_000836,person,0,"[68, 98, 223, 296]",30690,0.46687335714767136,0.9462562848213072
2007_000836,horse,0,"[92, 161, 225, 441]",37240,0.5544208247765999,0.9454545454545454
2007_000837,boat,0,"[260, 64, 364, 158]",9776,0.3518448795180723,0.9746039005104299
2007_000847,diningtable,0,"[0, 278, 207, 499]",45747,0.8433357570333911,0.9692778484622472
2007_000847,person,0,"[60, 110, 295, 499]",91415,0.5537084398976982,0.9081296889395867
2007_000862,person,1,"[304, 130, 317, 150]",260,0.9797979797979798,0.99998929622692
2007_000862,boat,0,"[303, 141, 353, 159]",900,0.856492027334852,0.9996628311479797
2007_000876,cat,0,"[116, 30, 375, 328]",77182,0.0008393039918116684,0.6966463225148852
2007_000876,cat,0,"[260, 13, 397, 131]",16166,0.49480161256100147,0.9556054146104985
2007_000904,cow,0,"[236, 166, 337, 262]",9696,0.7446675031367629,0.9931536037500981
2007_000904,person,0,"[16, 112, 164, 237]",18500,0.8304243983097557,0.989649101165177
2007_000904,horse,1,"[0, 212, 304, 374]",49248,0.43791436464088396,0.9543629655381234
2007_000925,sheep,0,"[28, 100, 215, 342]",45254,0.8956567242281528,0.9820971101587378
2007_000925,sheep,0,"[308, 104, 459, 332]",34428,0.9747087837128765,0.9971149472071252
2007_000999,bottle,0,"[232, 316, 288, 404]",4928,0.9474412171507607,0.9993715649686058
2007_000999,person,0,"[1, 15, 279, 499]",134552,0.9517987224027793,0.9762903590348561
2007_001027,chair,0,"[202, 173, 253, 272]",5049,0.03759398496240601,0.9970474597774062
2007_001027,chair,1,"[328, 173, 347, 222]",931,0.9534883720930233,0.9999653999192665
2007_001027,chair,1,"[255, 188, 305, 291]",5150,0.5963431786216596,0.9983449628049132
2007_001027,chair,0,"[262, 217, 350, 328]",9768,0.751696406132194,0.9943025200392134
2007_001027,sofa,1,"[400, 269, 499, 374]",10395,0.9795562203939168,0.9990542644599504
2007_001027,bicycle,0,"[57, 155, 93, 217]",2232,0.6583333333333333,0.9992906983449628
2007_001027,tvmonitor,0,"[0, 243, 42, 339]",4032,0.9891874180865007,0.9998096995559657
2007_001073,cow,0,"[54, 177, 148, 247]",6580,0.838274141473437,0.9968711492705973
2007_001073,cow,0,"[134, 175, 173, 240]",2535,0.0,0.9945827157970052
2007_001073,cow,0,"[226, 152, 281, 235]",4565,0.0,0.9929586662351011
2007_001073,cow,0,"[275, 158, 349, 254]",7104,0.8574739281575898,0.9972061804739272
2007_001073,cow,0,"[326, 151, 424, 239]",8624,0.0,0.9741003844341096
2007_001073,cow,0,"[420, 160, 499, 226]",5214,0.0,0.9841740345138924
2007_001149,sofa,0,"[147, 137, 402, 301]",41820,0.9493924869022405,0.9919575319897728
2007_001149,tvmonitor,0,"[74, 84, 145, 152]",4828,0.9503763590744354,0.9989489285566663
2007_001149,pottedplant,0,"[0, 6, 141, 374]",51888,0.5827582855476723,0.9493005650985232
2007_001154,sofa,0,"[0, 232, 173, 374]",24566,0.9835544293734784,0.9982099496514539
2007_001154,pottedplant,0,"[133, 229, 170, 273]",1628,0.0,0.9976745569490187
2007_001175,person,0,"[118, 152, 366, 328]",43648,0.0,0.947522913796202
2007_001175,person,1,"[156, 168, 255, 229]",6039,0.0,0.9950744490371879
2007_001175,tvmonitor,0,"[359, 113, 448, 186]",6497,0.8878338278931751,0.997483975318996
2007_001185,cat,0,"[196, 198, 288, 322]",11408,0.0,0.9736636288501966
2007_001185,person,0,"[77, 77, 288, 374]",62667,0.8982629587694347,0.9795654609696977
2007_001185,diningtable,1,"[203, 222, 499, 374]",44992,0.7725811073259257,0.9603789597466206
2007_001185,bottle,0,"[451, 130, 499, 252]",5856,0.9130901287553648,0.9977535319469945
2007_001225,dog,0,"[99, 211, 302, 413]",41006,0.910831257496079,0.9894693833079102
2007_001239,dog,0,"[107, 59, 319, 159]",21200,0.6713182621639222,0.9802077264375028
2007_001239,dog,0,"[227, 137, 380, 374]",36261,0.7313163027448741,0.9683592524537266
2007_001239,dog,0,"[117, 93, 285, 306]",35784,0.7570054755441035,0.9704152287903912
2007_001284,person,0,"[134, 122, 234, 374]",25200,5.3533190578158456e-05,0.8943053087830879
2007_001284,person,0,"[237, 114, 375, 303]",26082,0.006723944714232349,0.9398164390072768
2007_001284,person,0,"[275, 116, 425, 359]",36450,0.47837431008529857,0.9411744734787185
2007_001284,person,0,"[300, 113, 499, 374]",51939,0.6880459828324007,0.9302875637993278
2007_001284,person,0,"[0, 113, 125, 374]",32625,0.7626100718256705,0.9668979097586093
2007_001284,person,0,"[418, 89, 447, 138]",1421,0.0,0.9950261987483449
2007_001288,aeroplane,0,"[67, 75, 425, 208]",47614,0.7023291528026618,0.9710811617266759
2007_001288,aeroplane,0,"[356, 271, 496, 316]",6300,0.7013163867453472,0.9959095882235925
2007_001288,aeroplane,0,"[195, 271, 315, 313]",5040,0.6601941747572816,0.9967363735826537
2007_001289,bird,0,"[156, 97, 354, 187]",17820,0.9982306578735725,0.9999274056768761
2007_001299,cow,0,"[38, 25, 228, 411]",73340,0.7822817674145195,0.9556350786829773
2007_001299,cow,0,"[210, 239, 318, 407]",18144,0.5094842198724675,0.9696697461082746
2007_001299,cow,0,"[317, 220, 407, 434]",19260,0.8944403104071437,0.9950439456780511
2007_001311,bicycle,1,"[464, 103, 489, 165]",1550,0.0,0.9969426570443315
2007_001311,bicycle,0,"[431, 117, 464, 185]",2244,0.0,0.9946105442781471
2007_001311,bicycle,0,"[333, 127, 379, 219]",4232,0.019230769230769232,0.9854953962103168
2007_001311,bicycle,0,"[176, 187, 303, 318]",16637,0.0,0.9666323011838316
2007_001311,bicycle,0,"[11, 160, 180, 318]",26702,0.029470330545599364,0.9653453731024921
2007_001311,person,0,"[462, 66, 494, 153]",2784,0.019644527595884004,0.9925486153080451
2007_001311,person,0,"[430, 74, 467, 170]",3552,0.4896496815286624,0.9954424259660848
2007_001311,person,0,"[332, 78, 386, 200]",6588,0.021843761569788966,0.9812151160723808
2007_001311,person,0,"[186, 105, 290, 292]",19448,0.5793057631622655,0.9819901169611434
2007_001311,person,0,"[26, 60, 162, 279]",29784,0.5602635125018716,0.9582352732055885
2007_001321,car,0,"[0, 97, 455, 332]",106925,0.719781104136488,0.8394750591634139
2007_001340,dog,0,"[325, 283, 499, 374]",15834,0.0,0.9438304666357161
2007_001340,chair,0,"[212, 47, 405, 265]",42074,0.54645692443399,0.9301348612322081
2007_001340,person,0,"[149, 139, 251, 374]",23970,0.730572771232037,0.977602391493891
2007_001340,person,0,"[91, 110, 330, 373]",62857,0.27000565349231637,0.8391686388187469
2007_001377,aeroplane,0,"[272, 162, 317, 249]",3915,0.5035035035035035,0.9972637653016754
2007_001397,dog,0,"[127, 120, 213, 262]",12212,0.8877724795640327,0.9959854770520365
2007_001408,bottle,0,"[113, 244, 177, 447]",12992,0.9789829689576036,0.9988846940279852
2007_001408,person,0,"[55, 106, 229, 386]",48720,0.6857205158557099,0.9353314830364525
2007_001408,bottle,0,"[19, 67, 49, 166]",2970,0.0,0.9892571677638116
2007_001408,person,0,"[209, 0, 332, 107]",13161,0.0,0.965880610982559
2007_001408,person,0,"[83, 86, 332, 365]",69471,0.36967722227879035,0.801603733070104
2007_001408,pottedplant,0,"[118, 0, 183, 129]",8385,0.0,0.9827640358692656
2007_001416,sheep,0,"[207, 77, 400, 191]",22002,0.9932287552195012,0.99941512487084
2007_001416,sheep,0,"[18, 70, 182, 194]",20336,0.7801434087148373,0.9805723977930711
2007_001416,sheep,0,"[0, 105, 120, 248]",17160,0.8066189438738458,0.981829879320765
2007_001416,sheep,0,"[0, 184, 323, 327]",46189,0.0,0.6856491139141794
2007_001416,sheep,1,"[329, 25, 471, 105]",11360,0.0,0.9559491548554384
2007_001416,sheep,1,"[26, 12, 251, 133]",27225,0.7647058823529411,0.9772288616380402
2007_001420,horse,0,"[191, 108, 339, 269]",23828,0.707499332799573,0.9792438656406437
2007_001420,person,0,"[280, 79, 363, 267]",15604,0.36767782426778245,0.9771038627368049
2007_001420,pottedplant,0,"[435, 147, 499, 305]",10112,0.5252918287937743,0.9807462865583829
2007_001423,person,0,"[123, 55, 381, 332]",71466,0.4017012933624261,0.8820147294507947
2007_001430,diningtable,0,"[0, 268, 249, 373]",26145,0.8776642984014209,0.9845313359760137
2007_001430,person,0,"[99, 153, 234, 285]",17820,0.9236014917421417,0.9959742170217066
2007_001430,person,0,"[210, 145, 302, 351]",18952,0.9237126509853782,0.9952836015317066
2007_001430,person,0,"[244, 153, 397, 373]",33660,0.5581416166860621,0.9445710884773894
2007_001430,pottedplant,1,"[55, 173, 99, 219]",2024,0.0,0.9909714657892669
2007_001430,tvmonitor,0,"[315, 0, 417, 65]",6630,0.8877465026125063,0.9962605697858531
2007_001430,pottedplant,0,"[343, 82, 427, 213]",11004,0.22539731051344744,0.9715387811478815
2007_001439,diningtable,0,"[3, 323, 374, 499]",65296,0.901464109873024,0.9669719391771214
2007_001439,chair,1,"[194, 281, 272, 335]",4212,0.0,0.9920198472370757
2007_001457,sofa,0,"[135, 120, 349, 263]",30602,0.8778130114566285,0.9869004732060118
2007_001457,chair,0,"[431, 211, 499, 374]",11084,0.43995098039215685,0.9874707330580733
2007_001458,sofa,0,"[105, 120, 391, 298]",50908,0.9674533019760495,0.9926153997129574
2007_001487,boat,0,"[241, 116, 276, 150]",1190,0.45585585585585586,0.9983824923543306
2007_001526,person,0,"[2, 17, 113, 297]",31080,0.1960436111340547,0.8552251903855307
2007_001526,person,0,"[108, 50, 213, 296]",25830,0.0,0.8449547834364588
2007_001526,person,0,"[211, 34, 315, 296]",27248,0.0,0.8754685268919562
2007_001526,person,0,"[288, 32, 386, 296]",25872,0.09337035751475183,0.9028736316039981
2007_001526,person,0,"[380, 14, 499, 296]",33558,0.3828672184943919,0.9062946216087577
2007_001568,aeroplane,0,"[2, 41, 399, 371]",131010,0.6480523018251158,0.8996173494163122
2007_001585,person,0,"[196, 114, 327, 357]",31833,0.7134816545425583,0.9739774979624709
2007_001585,sofa,0,"[5, 179, 424, 340]",67459,0.7205551949672974,0.9460163291682541
2007_001585,bottle,0,"[57, 157, 71, 190]",462,0.34545454545454546,0.9994791641549198
2007_001586,horse,0,"[27, 53, 428, 328]",110275,0.6214903731062549,0.9390840593748796
2007_001586,person,0,"[210, 39, 330, 236]",23640,0.5480381371470481,0.9728663184602598
2007_001587,bicycle,0,"[203, 248, 273, 324]",5320,0.043731778425655975,0.9911460948339623
2007_001594,sheep,0,"[269, 152, 333, 207]",3520,0.0,0.9885175760297383
2007_001594,sheep,0,"[230, 152, 268, 208]",2128,0.0,0.9932327919566899
2007_001594,sheep,0,"[178, 148, 205, 209]",1647,0.0,0.9944926776937854
2007_001594,sheep,0,"[150, 141, 179, 209]",1972,0.0,0.9947296859017538
2007_001594,sheep,1,"[205, 149, 238, 211]",2046,0.0,0.9950789611556021
2007_001594,person,0,"[334, 92, 399, 217]",8125,0.37892457596535545,0.9892660230022703
2007_001594,dog,0,"[252, 176, 301, 237]",2989,0.0,0.9937878901279844
2007_001595,bus,0,"[267, 161, 441, 295]",23316,0.45122938379034705,0.9407047427459384
2007_001595,bus,0,"[39, 157, 274, 287]",30550,0.536522091609242,0.93749590011589
2007_001602,bottle,0,"[251, 1, 350, 364]",35937,0.7958917258590901,0.9688869900094229
2007_001602,bottle,1,"[111, 2, 224, 202]",22600,0.8380044552660209,0.9816985736944066
2007_001609,diningtable,0,"[2, 119, 373, 499]",140980,0.4314409880013137,0.585412988633136
2007_001609,chair,1,"[178, 74, 262, 123]",4116,0.0,0.9962351788011606
2007_001609,chair,1,"[332, 116, 374, 219]",4326,0.0,0.9949765255601285
2007_001609,chair,1,"[28, 110, 71, 181]",3053,0.0,0.9949542485116147
2007_001609,chair,1,"[3, 168, 33, 264]",2880,0.0,0.9959455771704807
2007_001630,person,0,"[25, 13, 53, 113]",2800,0.0,0.9900098947343323
2007_001630,person,0,"[189, 26, 267, 213]",14586,0.9175662414131501,0.9964951182003505
2007_001630,person,0,"[73, 94, 199, 357]",33138,0.6980012022843403,0.9760440136857289
2007_001630,person,0,"[154, 195, 342, 499]",57152,0.6585441806150253,0.9477128858052287
2007_001630,person,0,"[332, 31, 372, 254]",8920,0.6627761567319717,0.9903556143676311
2007_001630,bicycle,0,"[84, 230, 199, 427]",22655,0.4625942393195438,0.9834293003349904
2007_001630,bicycle,0,"[148, 357, 339, 499]",27122,0.31298857486470233,0.9727596771693907
2007_001677,diningtable,0,"[109, 268, 499, 374]",41340,0.6179926864770832,0.9375754200315604
2007_001677,chair,0,"[51, 229, 139, 374]",12760,0.8449025607988404,0.9944131161236425
2007_001678,tvmonitor,0,"[372, 101, 499, 227]",16002,0.9076427576601671,0.9933319087960985
2007_001678,tvmonitor,0,"[251, 108, 348, 199]",8827,0.5138855348949529,0.9746977048191257
2007_001678,person,0,"[106, 191, 255, 332]",21009,0.9315532451165721,0.9945385756303577
2007_001678,person,1,"[118, 61, 156, 109]",1824,0.0,0.9959400688805651
2007_001678,chair,1,"[110, 81, 144, 112]",1054,0.0,0.996310867543176
2007_001678,tvmonitor,1,"[163, 59, 194, 83]",744,0.0,0.9958269438648533
2007_001698,boat,0,"[60, 92, 446, 208]",44776,0.47530764899863265,0.9281920602334708
2007_001698,boat,0,"[38, 137, 357, 232]",30305,0.7201024924295365,0.9669332335312862
2007_001704,tvmonitor,0,"[117, 0, 404, 316]",90692,0.9292264808362369,0.9723691370116444
2007_001709,person,0,"[366, 131, 425, 286]",9145,0.0,0.9732276886527692
2007_001709,person,1,"[0, 0, 201, 332]",66732,0.48169732982897195,0.822383793026929
2007_001709,motorbike,0,"[0, 44, 411, 332]",118368,0.586347644267488,0.7843725932984376
2007_001717,tvmonitor,0,"[0, 110, 57, 168]",3306,0.7572559366754618,0.9961058613136369
2007_001717,person,0,"[370, 159, 475, 403]",25620,0.7063347164591978,0.9719156411043269
2007_001717,person,0,"[226, 98, 364, 403]",42090,0.711918760021379,0.9714817832615528
2007_001717,chair,0,"[145, 206, 262, 365]",18603,0.37282229965156793,0.9733336155172961
2007_001724,horse,0,"[34, 14, 218, 301]",52808,0.33084781394737706,0.7517275840635702
2007_001733,sheep,0,"[0, 269, 81, 328]",4779,0.9329494035376388,0.9993313780585352
